subject,world,path,squaretype,nodeName,availableChildName,nodeValue,chosen,ncells,nsteps,nstepsfromroot
S15975550,3ways_4_mirror,"p(2, 2)",X,N40560,N34466,,TRUE,2,2,2
S15975550,3ways_4_mirror,"p(2, 2)",X,N40560,N92681,,FALSE,4,5,5
S15975550,3ways_4_mirror,"p(2, 2)",X,N40560,N81346,,FALSE,2,5,5
S15975550,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N29622,,FALSE,4,7,9
S15975550,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N46583,,TRUE,2,7,9
S96558290,3ways_4_mirror,"p(2, 2)",X,N40560,N34466,,TRUE,2,2,2
S96558290,3ways_4_mirror,"p(2, 2)",X,N40560,N92681,,FALSE,4,5,5
S96558290,3ways_4_mirror,"p(2, 2)",X,N40560,N81346,,FALSE,2,5,5
S96558290,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N29622,,TRUE,4,7,9
S96558290,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N46583,,FALSE,2,7,9
S96558290,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2);p(1, 2);p(2, 2);p(3, 2);p(4, 2);p(5, 2);p(5, 3);p(5, 4)",D,N29622,N34762,,TRUE,2,4,13
S21173502,3ways_4_mirror,"p(2, 2)",X,N40560,N34466,,TRUE,2,2,2
S21173502,3ways_4_mirror,"p(2, 2)",X,N40560,N92681,,FALSE,4,5,5
S21173502,3ways_4_mirror,"p(2, 2)",X,N40560,N81346,,FALSE,2,5,5
S21173502,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N29622,,TRUE,4,7,9
S21173502,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N46583,,FALSE,2,7,9
S21173502,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2);p(1, 2);p(2, 2);p(3, 2);p(4, 2);p(5, 2);p(5, 3);p(5, 4)",D,N29622,N34762,,TRUE,2,4,13
S1348601,3ways_4_mirror,"p(2, 2)",X,N40560,N34466,,TRUE,2,2,2
S1348601,3ways_4_mirror,"p(2, 2)",X,N40560,N92681,,FALSE,4,5,5
S1348601,3ways_4_mirror,"p(2, 2)",X,N40560,N81346,,FALSE,2,5,5
S1348601,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N29622,,TRUE,4,7,9
S1348601,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N46583,,FALSE,2,7,9
S1348601,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2);p(1, 2);p(2, 2);p(3, 2);p(4, 2);p(5, 2);p(5, 3);p(5, 4)",D,N29622,N34762,,TRUE,2,4,13
S12588186,3ways_4_mirror,"p(2, 2)",X,N40560,N34466,,FALSE,2,2,2
S12588186,3ways_4_mirror,"p(2, 2)",X,N40560,N92681,,FALSE,4,5,5
S12588186,3ways_4_mirror,"p(2, 2)",X,N40560,N81346,,TRUE,2,5,5
S99570039,3ways_4_mirror,"p(2, 2)",X,N40560,N34466,,TRUE,2,2,2
S99570039,3ways_4_mirror,"p(2, 2)",X,N40560,N92681,,FALSE,4,5,5
S99570039,3ways_4_mirror,"p(2, 2)",X,N40560,N81346,,FALSE,2,5,5
S99570039,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N29622,,TRUE,4,7,9
S99570039,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N46583,,FALSE,2,7,9
S99570039,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2);p(1, 2);p(2, 2);p(3, 2);p(4, 2);p(5, 2);p(5, 3);p(5, 4)",D,N29622,N34762,,TRUE,2,4,13
S75163036,3ways_4_mirror,"p(2, 2)",X,N40560,N34466,,TRUE,2,2,2
S75163036,3ways_4_mirror,"p(2, 2)",X,N40560,N92681,,FALSE,4,5,5
S75163036,3ways_4_mirror,"p(2, 2)",X,N40560,N81346,,FALSE,2,5,5
S75163036,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N29622,,TRUE,4,7,9
S75163036,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N46583,,FALSE,2,7,9
S75163036,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2);p(1, 2);p(2, 2);p(3, 2);p(4, 2);p(5, 2);p(5, 3);p(5, 4)",D,N29622,N34762,,TRUE,2,4,13
S12508800,3ways_4_mirror,"p(2, 2)",X,N40560,N34466,,TRUE,2,2,2
S12508800,3ways_4_mirror,"p(2, 2)",X,N40560,N92681,,FALSE,4,5,5
S12508800,3ways_4_mirror,"p(2, 2)",X,N40560,N81346,,FALSE,2,5,5
S12508800,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N29622,,TRUE,4,7,9
S12508800,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N46583,,FALSE,2,7,9
S12508800,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2);p(1, 2);p(2, 2);p(3, 2);p(4, 2);p(5, 2);p(5, 3);p(5, 4)",D,N29622,N34762,,TRUE,2,4,13
S72002294,3ways_4_mirror,"p(2, 2)",X,N40560,N34466,,TRUE,2,2,2
S72002294,3ways_4_mirror,"p(2, 2)",X,N40560,N92681,,FALSE,4,5,5
S72002294,3ways_4_mirror,"p(2, 2)",X,N40560,N81346,,FALSE,2,5,5
S72002294,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N29622,,TRUE,4,7,9
S72002294,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N46583,,FALSE,2,7,9
S72002294,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2);p(1, 2);p(2, 2);p(3, 2);p(4, 2);p(5, 2);p(5, 3);p(5, 4)",D,N29622,N34762,,TRUE,2,4,13
S40690866,3ways_4_mirror,"p(2, 2)",X,N40560,N34466,,TRUE,2,2,2
S40690866,3ways_4_mirror,"p(2, 2)",X,N40560,N92681,,FALSE,4,5,5
S40690866,3ways_4_mirror,"p(2, 2)",X,N40560,N81346,,FALSE,2,5,5
S40690866,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N29622,,TRUE,4,7,9
S40690866,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N46583,,FALSE,2,7,9
S40690866,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2);p(1, 2);p(2, 2);p(3, 2);p(4, 2);p(5, 2);p(5, 3);p(5, 4)",D,N29622,N34762,,TRUE,2,4,13
S11207975,3ways_4_mirror,"p(2, 2)",X,N40560,N34466,,TRUE,2,2,2
S11207975,3ways_4_mirror,"p(2, 2)",X,N40560,N92681,,FALSE,4,5,5
S11207975,3ways_4_mirror,"p(2, 2)",X,N40560,N81346,,FALSE,2,5,5
S11207975,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N29622,,FALSE,4,7,9
S11207975,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N46583,,TRUE,2,7,9
S25371665,3ways_4_mirror,"p(2, 2)",X,N40560,N34466,,TRUE,2,2,2
S25371665,3ways_4_mirror,"p(2, 2)",X,N40560,N92681,,FALSE,4,5,5
S25371665,3ways_4_mirror,"p(2, 2)",X,N40560,N81346,,FALSE,2,5,5
S25371665,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N29622,,FALSE,4,7,9
S25371665,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N46583,,TRUE,2,7,9
S33556439,3ways_4_mirror,"p(2, 2)",X,N40560,N34466,,FALSE,2,2,2
S33556439,3ways_4_mirror,"p(2, 2)",X,N40560,N92681,,TRUE,4,5,5
S33556439,3ways_4_mirror,"p(2, 2)",X,N40560,N81346,,FALSE,2,5,5
S33556439,3ways_4_mirror,"p(2, 2);p(3, 2);p(4, 2);p(5, 2);p(5, 3);p(5, 4)",D,N92681,N31638,,TRUE,2,4,9
S33556439,3ways_4_mirror,"p(2, 2);p(3, 2);p(4, 2);p(5, 2);p(5, 3);p(5, 4)",D,N92681,N67014,,FALSE,2,7,12
S38995809,3ways_4_mirror,"p(2, 2)",X,N40560,N34466,,TRUE,2,2,2
S38995809,3ways_4_mirror,"p(2, 2)",X,N40560,N92681,,FALSE,4,5,5
S38995809,3ways_4_mirror,"p(2, 2)",X,N40560,N81346,,FALSE,2,5,5
S38995809,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N29622,,TRUE,4,7,9
S38995809,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2)",D,N34466,N46583,,FALSE,2,7,9
S38995809,3ways_4_mirror,"p(2, 2);p(1, 2);p(0, 2);p(1, 2);p(2, 2);p(3, 2);p(4, 2);p(5, 2);p(5, 3);p(5, 4)",D,N29622,N34762,,TRUE,2,4,13
S8400090,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S8400090,Loop_1,"p(0, 7)",X,N62643,N30259,,TRUE,1,5,5
S8400090,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S8400090,Loop_1,"p(7, 0);p(6, 0);p(5, 0);p(5, 1);p(5, 2);p(5, 3)",D,N30259,N59324,,TRUE,6,6,11
S64663250,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S64663250,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S64663250,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S47804928,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S47804928,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S47804928,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S17865914,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S17865914,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S17865914,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S73803980,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S73803980,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S73803980,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S73803980,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S99057858,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S99057858,Loop_1,"p(0, 7)",X,N62643,N30259,,TRUE,1,5,5
S99057858,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S99057858,Loop_1,"p(7, 0);p(6, 0);p(5, 0);p(5, 1);p(5, 2);p(5, 3)",D,N30259,N59324,,TRUE,6,6,11
S5630936,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S5630936,Loop_1,"p(0, 7)",X,N62643,N30259,,TRUE,1,5,5
S5630936,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S5630936,Loop_1,"p(7, 0);p(6, 0);p(5, 0);p(5, 1);p(5, 2);p(5, 3)",D,N30259,N59324,,TRUE,6,6,11
S59543242,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S59543242,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S59543242,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S2231716,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S2231716,Loop_1,"p(0, 7)",X,N62643,N30259,,TRUE,1,5,5
S2231716,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S2231716,Loop_1,"p(7, 0);p(6, 0);p(5, 0);p(5, 1);p(5, 2);p(5, 3)",D,N30259,N59324,,TRUE,6,6,11
S6822061,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S6822061,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S6822061,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S96025731,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S96025731,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S96025731,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S40075314,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S40075314,Loop_1,"p(0, 7)",X,N62643,N30259,,TRUE,1,5,5
S40075314,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S40075314,Loop_1,"p(7, 0);p(6, 0);p(5, 0);p(5, 1);p(5, 2);p(5, 3)",D,N30259,N59324,,TRUE,6,6,11
S2812871,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S2812871,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S2812871,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S94003603,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S94003603,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S94003603,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S94003603,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S96801013,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S96801013,Loop_1,"p(0, 7)",X,N62643,N30259,,TRUE,1,5,5
S96801013,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S96801013,Loop_1,"p(7, 0);p(6, 0);p(5, 0);p(5, 1);p(5, 2);p(5, 3)",D,N30259,N59324,,TRUE,6,6,11
S42579176,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S42579176,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S42579176,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S84110968,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S84110968,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S84110968,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S91150056,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S91150056,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S91150056,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S91150056,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S50703067,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S50703067,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S50703067,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S13676248,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S13676248,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S13676248,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S13676248,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S1925551,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S1925551,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S1925551,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S1925551,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S8213306,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S8213306,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S8213306,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S29147503,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S29147503,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S29147503,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S59709097,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S59709097,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S59709097,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S26762995,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S26762995,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S26762995,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S26762995,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S70125846,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S70125846,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S70125846,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S38808275,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S38808275,Loop_1,"p(0, 7)",X,N62643,N30259,,TRUE,1,5,5
S38808275,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S38808275,Loop_1,"p(7, 0);p(6, 0);p(5, 0);p(5, 1);p(5, 2);p(5, 3)",D,N30259,N59324,,TRUE,6,6,11
S15992896,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S15992896,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S15992896,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S15992896,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S97576529,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S97576529,Loop_1,"p(0, 7)",X,N62643,N30259,,TRUE,1,5,5
S97576529,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S97576529,Loop_1,"p(7, 0);p(6, 0);p(5, 0);p(5, 1);p(5, 2);p(5, 3)",D,N30259,N59324,,TRUE,6,6,11
S43329812,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S43329812,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S43329812,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S43329812,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S69282470,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S69282470,Loop_1,"p(0, 7)",X,N62643,N30259,,TRUE,1,5,5
S69282470,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S69282470,Loop_1,"p(7, 0);p(6, 0);p(5, 0);p(5, 1);p(5, 2);p(5, 3)",D,N30259,N59324,,TRUE,6,6,11
S30232939,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S30232939,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S30232939,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S17409258,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S17409258,Loop_1,"p(0, 7)",X,N62643,N30259,,TRUE,1,5,5
S17409258,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S17409258,Loop_1,"p(7, 0);p(6, 0);p(5, 0);p(5, 1);p(5, 2);p(5, 3)",D,N30259,N59324,,TRUE,6,6,11
S26390707,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S26390707,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S26390707,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S23160829,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S23160829,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S23160829,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S2562215,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S2562215,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S2562215,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S2562215,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S29783971,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S29783971,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S29783971,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S29783971,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S96288085,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S96288085,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S96288085,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S26848889,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S26848889,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S26848889,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S83711183,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S83711183,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S83711183,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S83711183,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S63890076,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S63890076,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S63890076,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S63890076,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S31642753,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S31642753,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S31642753,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S88398768,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S88398768,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S88398768,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S88398768,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S89949743,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S89949743,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S89949743,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S17992293,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S17992293,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S17992293,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S75120983,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S75120983,Loop_1,"p(0, 7)",X,N62643,N30259,,TRUE,1,5,5
S75120983,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S75120983,Loop_1,"p(7, 0);p(6, 0);p(5, 0);p(5, 1);p(5, 2);p(5, 3)",D,N30259,N59324,,TRUE,6,6,11
S80470082,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S80470082,Loop_1,"p(0, 7)",X,N62643,N30259,,TRUE,1,5,5
S80470082,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S80470082,Loop_1,"p(7, 0);p(6, 0);p(5, 0);p(5, 1);p(5, 2);p(5, 3)",D,N30259,N59324,,TRUE,6,6,11
S30634664,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S30634664,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S30634664,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S94893237,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S94893237,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S94893237,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S85705848,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S85705848,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S85705848,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S8857646,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S8857646,Loop_1,"p(0, 7)",X,N62643,N30259,,TRUE,1,5,5
S8857646,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S8857646,Loop_1,"p(7, 0);p(6, 0);p(5, 0);p(5, 1);p(5, 2);p(5, 3)",D,N30259,N59324,,TRUE,6,6,11
S14639772,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S14639772,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S14639772,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S9664755,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S9664755,Loop_1,"p(0, 7)",X,N62643,N30259,,TRUE,1,5,5
S9664755,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S9664755,Loop_1,"p(7, 0);p(6, 0);p(5, 0);p(5, 1);p(5, 2);p(5, 3)",D,N30259,N59324,,TRUE,6,6,11
S78726610,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S78726610,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S78726610,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S78726610,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S12191702,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S12191702,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S12191702,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S12191702,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S49923888,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S49923888,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S49923888,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
S72521759,Loop_1,"p(0, 7)",X,N62643,N98452,,TRUE,1,3,3
S72521759,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S72521759,Loop_1,"p(0, 7)",X,N62643,N46040,,FALSE,6,7,7
S72521759,Loop_1,"p(7, 0);p(7, 1);p(7, 2);p(7, 3)",D,N98452,N45342,,TRUE,6,8,11
S12590238,Loop_1,"p(0, 7)",X,N62643,N98452,,FALSE,1,3,3
S12590238,Loop_1,"p(0, 7)",X,N62643,N30259,,FALSE,1,5,5
S12590238,Loop_1,"p(0, 7)",X,N62643,N46040,,TRUE,6,7,7
